id,app_id,developer,publisher,engine,genres,themes,game_modes,igdb_id,collected_at
1775,435100,Gloomywood,Bigben Interactive,,"['Adventure', 'Indie']","['Action', 'Horror', 'Survival', 'Stealth', 'Mystery']",['Single player'],26847,2026-05-24 13:03:14.909689
1776,435120,Rusty Lake,Rusty Lake,Adobe AIR,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']","['Horror', 'Mystery']",['Single player'],18011,2026-05-24 13:03:15.833358
1777,435150,Larian Studios,Larian Studios,Divinity Engine,"['Role-playing (RPG)', 'Strategy', 'Adventure']",['Fantasy'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",103337,2026-05-24 13:03:16.746210
1778,435400,Adriaan de Jongh,Adriaan de Jongh,Unity,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']","['Comedy', 'Party']",['Single player'],26809,2026-05-24 13:03:17.547440
1779,435530,Do My Best Games,tinyBuild,,"['Shooter', 'Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']","['Action', 'Horror', 'Survival']",['Single player'],16136,2026-05-24 13:03:18.343064
1780,435790,Four Circle Interactive,Mastertronic,,"['Platform', 'Indie']",['Action'],['Single player'],9848,2026-05-24 13:03:19.163333
1781,436110,Guru Games,Guru Games,Unreal Engine 4,"['Adventure', 'Indie']","['Action', 'Horror']",['Single player'],33661,2026-05-24 13:03:20.007653
1782,436160,GameXP.com,GameXP.com,,"['Puzzle', 'Adventure']",[],[],259516,2026-05-24 13:03:20.824348
1783,436180,MercurySteam,MercurySteam,Mercury Steam Engine,['Adventure'],"['Action', 'Science fiction']",['Multiplayer'],109257,2026-05-24 13:03:21.614983
1784,436520,BlackSpot Entertainment,BlackSpot Entertainment,,"['Shooter', 'Indie']",['Action'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",27577,2026-05-24 13:03:22.421720
1785,437220,Xaviant,Xaviant,Unreal Engine 4,"['Shooter', 'Indie']","['Action', 'Survival']",['Battle Royale'],17252,2026-05-24 13:03:23.213947
1786,437900,,,,"['Sport', 'Indie']",[],['Multiplayer'],33608,2026-05-24 13:03:24.016643
1787,437920,WeirdBeard,WeirdBeard,Unity,"['Puzzle', 'Indie', 'Arcade']","['Action', 'Kids', 'Party']","['Single player', 'Multiplayer', 'Split screen']",21623,2026-05-24 13:03:24.803832
1788,438010,,New Reality Games,,"['Adventure', 'Indie']",['Action'],['Single player'],33610,2026-05-24 13:03:25.616234
1789,438020,,New Reality Games,,"['Strategy', 'Indie']",['Action'],['Single player'],33611,2026-05-24 13:03:26.435699
1790,438040,Playa Games GmbH,Playa Games GmbH,,"['Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",['Fantasy'],"['Single player', 'Multiplayer', 'Massively Multiplayer Online (MMO)']",18090,2026-05-24 13:03:27.304675
1791,438080,Digital Melody,Forever Entertainment S.A.,,"['Sport', 'Indie', 'Arcade']",['Action'],"['Single player', 'Multiplayer']",33613,2026-05-24 13:03:28.220933
1792,438100,VRChat Inc.,VRChat Inc.,Unity 2022,"['Simulator', 'Sport', 'Adventure']","['Fantasy', 'Comedy', 'Drama']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",33615,2026-05-24 13:03:29.012797
1793,438140,Wise Wizard Games,Wise Wizard Games,Unity,"['Strategy', 'Turn-based strategy (TBS)', 'Card & Board Game']",['Science fiction'],"['Single player', 'Multiplayer']",21324,2026-05-24 13:03:29.830360
1794,438180,Redro Games,Back To Basics Gaming,,"['Platform', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],24616,2026-05-24 13:03:30.620815
1795,438480,NukGames,NukGames,,"['Strategy', 'Adventure']",['Action'],['Single player'],33583,2026-05-24 13:03:31.411669
1796,438680,Fly Anvil,tinyBuild,Unity,"['Strategy', ""Hack and slash/Beat 'em up"", 'Indie']",[],"['Single player', 'Multiplayer']",19302,2026-05-24 13:03:33.012524
1797,438740,Illfonic,Gun Interactive,Unreal Engine 4,['Indie'],"['Action', 'Horror', 'Survival', 'Stealth']","['Single player', 'Multiplayer', 'Co-operative']",14389,2026-05-24 13:03:33.827464
1798,439190,Spearhead Games,Spearhead Games,Unreal Engine 4,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy']",['Single player'],12815,2026-05-24 13:03:34.629212
1799,440650,Stray Fawn Studio,Stray Fawn Studio,Unity,"['Simulator', 'Strategy', 'Indie', 'Card & Board Game']","['Survival', 'Sandbox', 'Educational', 'Kids']",['Single player'],33572,2026-05-24 13:03:36.255993
1800,440900,Funcom,Funcom,Unreal Engine 5,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",['Action'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",402464,2026-05-24 13:03:37.072270
1801,441380,Bandai Namco Studios,Bandai Namco Entertainment,,"['Puzzle', 'Arcade']",['Action'],['Single player'],23240,2026-05-24 13:03:37.866628
1802,441550,LucasArts,Disney Interactive,,"['Real Time Strategy (RTS)', 'Strategy']","['Science fiction', '4X (explore, expand, exploit, and exterminate)']","['Single player', 'Multiplayer']",151,2026-05-24 13:03:38.762717
1803,441870,D Ξ N V Ξ R,,Unity,"['Racing', 'Indie']",[],['Single player'],18077,2026-05-24 13:03:39.571741
1804,442070,Jackbox Games,Jackbox Games,,"['Strategy', 'Quiz/Trivia', 'Indie', 'Card & Board Game']","['Comedy', 'Party']","['Multiplayer', 'Co-operative']",19083,2026-05-24 13:03:40.380543
1805,442080,WeMade Entertainment,VALOFE,CryEngine,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy', 'Open world']","['Single player', 'Multiplayer', 'Massively Multiplayer Online (MMO)']",19012,2026-05-24 13:03:41.276816
1806,442120,Zen Studios,Zen Studios,,['Pinball'],[],['Single player'],354446,2026-05-24 13:03:42.077671
1807,442810,,,,['Role-playing (RPG)'],[],"['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",33548,2026-05-24 13:03:42.894726
1808,443110,Obsidian Entertainment,Wishlist Games,CryEngine,"['Shooter', 'Racing', 'Simulator', 'Strategy', 'Tactical', 'Adventure']","['Action', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",15853,2026-05-24 13:03:43.807626
1809,443580,LWNA,LWNA,,"['Puzzle', 'Adventure', 'Indie']",['Science fiction'],['Single player'],28342,2026-05-24 13:03:44.702330
1810,443810,,,,[],[],[],97165,2026-05-24 13:03:45.619560
1811,444200,Wargaming.net,Wargaming.net,Homemade,"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Tactical']","['Action', 'Warfare']","['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",7393,2026-05-24 13:03:47.324013
1812,444220,Just1337 Studio,,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],20367,2026-05-24 13:03:48.229576
1813,444250,Mojang Studios,Mojang Studios,,"['Strategy', 'Turn-based strategy (TBS)', 'Indie']",['Fantasy'],"['Single player', 'Multiplayer']",18977,2026-05-24 13:03:49.133952
1814,444480,,New Reality Games,,"['Puzzle', 'Indie']",[],"['Single player', 'Multiplayer', 'Co-operative']",33495,2026-05-24 13:03:49.920759
1815,444490,Azur Interactive Games Limited,Azur Interactive Games Limited,,"['Shooter', 'Tactical']","['Action', 'Warfare']","['Single player', 'Multiplayer']",326772,2026-05-24 13:03:50.841920
1816,444640,Ninja Kiwi,Ninja Kiwi,,"['Strategy', 'Adventure', 'Indie']","['Action', 'Sandbox', 'Kids']","['Single player', 'Multiplayer', 'Co-operative']",33501,2026-05-24 13:03:51.634978
1817,444690,,,,"['Platform', 'Puzzle', 'Adventure', 'Indie']",['Comedy'],['Single player'],299017,2026-05-24 13:03:52.427267
1818,444930,Magic Pixel Games,ASK Homework,,"['Simulator', 'Pinball', 'Indie', 'Arcade']",['Action'],"['Single player', 'Multiplayer']",33463,2026-05-24 13:03:53.220569
1819,445190,Logic Artists,THQ Nordic,Unity,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Indie']","['Survival', 'Historical']",['Single player'],10501,2026-05-24 13:03:54.976348
1820,445220,Boxelware,Boxelware,,"['Simulator', 'Indie']","['Action', 'Science fiction', 'Sandbox']","['Single player', 'Multiplayer', 'Co-operative']",27114,2026-05-24 13:03:55.899243
1821,445720,,505 Games,Unity,"['Simulator', 'Strategy']",['Action'],"['Single player', 'Multiplayer']",33479,2026-05-24 13:03:56.797070
1822,445980,Dead Mage,Humble Games,Unreal Engine 4,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",250160,2026-05-24 13:03:57.724499
1823,446020,Minskworks,Excalibur Games,Unity,"['Racing', 'Simulator', 'Adventure', 'Indie']",['Open world'],['Single player'],20908,2026-05-24 13:03:58.548325
1824,446030,Encircle Games,Encircle Games,,"['Real Time Strategy (RTS)', 'Strategy', ""Hack and slash/Beat 'em up"", 'Indie']","['Action', 'Science fiction']",['Multiplayer'],28060,2026-05-24 13:03:59.340078
1825,446150,,,,['Indie'],[],['Single player'],159962,2026-05-24 13:04:00.245008
1826,446800,Urban Games,Good Shepherd Entertainment,,"['Real Time Strategy (RTS)', 'Simulator', 'Tactical']","['Business', 'Non-fiction']",['Single player'],18727,2026-05-24 13:04:01.080277
1827,447020,Giants Software,Focus Entertainment,,"['Simulator', 'Strategy']",['Business'],"['Single player', 'Multiplayer', 'Co-operative']",19409,2026-05-24 13:04:01.890968
1828,447530,SUKEBAN,Ysbryd Games,Game Maker,"['Simulator', 'Adventure', 'Indie', 'Visual Novel']",['Science fiction'],['Single player'],15465,2026-05-24 13:04:03.495029
1829,447820,New World Interactive,New World Interactive,Source,"['Shooter', 'Strategy', 'Tactical', 'Indie']","['Action', 'Warfare']","['Multiplayer', 'Co-operative']",19549,2026-05-24 13:04:04.286996
1830,447850,Labory,Labory,,"['Adventure', 'Indie']",[],['Single player'],33405,2026-05-24 13:04:05.114107
1831,447920,,,,"['Racing', 'Indie', 'Arcade']","['Action', 'Party']","['Single player', 'Multiplayer', 'Co-operative']",187487,2026-05-24 13:04:05.914739
1832,448070,Microblast Games,Microblast Games,,"['Strategy', 'Indie']",['Action'],"['Single player', 'Multiplayer', 'Co-operative']",18178,2026-05-24 13:04:06.704621
1833,448470,,Sometimes You,,['Indie'],[],['Single player'],33386,2026-05-24 13:04:08.523420
1834,448510,Ghost Town Games,Team17,,"['Strategy', 'Arcade']",['Business'],"['Single player', 'Multiplayer', 'Co-operative']",135963,2026-05-24 13:04:09.425576
1835,448630,,New Reality Games,,"['Strategy', 'Indie']",[],['Single player'],33347,2026-05-24 13:04:10.218101
1836,448780,Talentplace,KishMish Games,Ren'Py,"['Adventure', 'Indie']",[],['Single player'],33359,2026-05-24 13:04:11.066627
1837,449140,,,,"['Strategy', 'Indie']",[],"['Single player', 'Multiplayer', 'Co-operative']",33326,2026-05-24 13:04:11.863950
1838,449200,Blazing Fanfish,Back To Basics Gaming,,"['Role-playing (RPG)', 'Adventure', 'Indie']",[],['Single player'],33331,2026-05-24 13:04:12.771590
1839,449540,K Bros Games,K Bros Games,,[],['Action'],['Single player'],29255,2026-05-24 13:04:13.605062
1840,449680,,,,['Indie'],['Action'],['Single player'],33317,2026-05-24 13:04:14.502553
1841,450390,n-Space,Microsoft Studios,,"['Puzzle', 'Arcade']",['Action'],['Single player'],294558,2026-05-24 13:04:15.301286
1842,450540,RUST LTD.,RUST LTD.,Unity,"['Shooter', 'Simulator', 'Indie']","['Action', 'Fantasy', 'Science fiction', 'Historical', 'Comedy']",['Single player'],18984,2026-05-24 13:04:16.207399
1843,450670,Playrise Digital Ltd,Playrise Digital Ltd,,"['Racing', 'Indie']",['Action'],"['Single player', 'Multiplayer']",18978,2026-05-24 13:04:17.000958
1844,451020,Airship Syndicate,THQ Nordic,Unity,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']","['Action', 'Fantasy']",['Single player'],12511,2026-05-24 13:04:17.818787
1845,451340,Code Horizon,Code Horizon,Unity,"['Simulator', 'Indie']",['Kids'],['Single player'],39755,2026-05-24 13:04:18.718737
1846,451880,Alister Software,Back To Basics Gaming,,['Indie'],[],['Single player'],33285,2026-05-24 13:04:19.519442
1847,452060,Deadpan Games,The Yogscast,,"['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",33269,2026-05-24 13:04:20.418479
1848,453090,Texel Raptor,Texel Raptor,Unity 2020,"['Simulator', 'Strategy', 'Indie']","['Business', 'Sandbox']","['Single player', 'Multiplayer', 'Co-operative']",18871,2026-05-24 13:04:21.226803
1849,453480,Cygames,Cygames,Unity,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Card & Board Game']",['Fantasy'],"['Single player', 'Multiplayer']",25811,2026-05-24 13:04:22.033910
1850,453820,,New Reality Games,,"['Strategy', 'Indie']",['Action'],['Single player'],33248,2026-05-24 13:04:22.819208
1851,453980,,,,['Indie'],[],['Single player'],33228,2026-05-24 13:04:23.610559
1852,454200,16bits Nights,Back To Basics Gaming,,['Indie'],['Action'],['Single player'],33429,2026-05-24 13:04:25.317262
1853,454540,,,,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",[],"['Multiplayer', 'Massively Multiplayer Online (MMO)']",33206,2026-05-24 13:04:26.123362
1854,454650,,,,[],[],[],366824,2026-05-24 13:04:26.920127
1855,454910,,Aeria Games,,['Role-playing (RPG)'],[],"['Multiplayer', 'Massively Multiplayer Online (MMO)']",19567,2026-05-24 13:04:27.712613
1856,455910,LucasArts,Gradiente,,['Shooter'],"['Action', 'Science fiction']",['Single player'],163,2026-05-24 13:04:28.608925
1857,455980,Suncrash,Suncrash,,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",['Horror'],['Single player'],33153,2026-05-24 13:04:29.417345
1858,456670,Defiant Development,"H2 Interactive Co., Ltd.",,"['Role-playing (RPG)', 'Turn-based strategy (TBS)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Card & Board Game']","['Action', 'Fantasy']",['Single player'],18645,2026-05-24 13:04:30.209793
1859,456750,Fireproof Games,Fireproof Games,Unity,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']","['Fantasy', 'Science fiction', 'Mystery']",['Single player'],18222,2026-05-24 13:04:31.108332
1860,457140,Klei Entertainment,Klei Entertainment,,"['Simulator', 'Strategy', 'Indie']","['Science fiction', 'Survival']",['Single player'],19542,2026-05-24 13:04:32.011436
1861,457330,,,,"['Racing', 'Simulator', 'Sport']",[],"['Single player', 'Multiplayer']",33174,2026-05-24 13:04:32.924902
1862,457420,Bossa Studios,Bossa Studios,,"['Simulator', 'Indie']",['Action'],['Single player'],33128,2026-05-24 13:04:33.717456
1863,457730,,Zillion Whales,Unity,"['Real Time Strategy (RTS)', 'Strategy', 'Indie']",['Action'],"['Single player', 'Multiplayer', 'Co-operative']",19786,2026-05-24 13:04:34.511607
1864,459090,Witching Hour Studios,Ysbryd Games,Unity,"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Indie']","['Action', 'Fantasy']",['Single player'],24474,2026-05-24 13:04:36.311370
1865,459220,Ensemble Studios,Microsoft Studios,,"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy']","['Science fiction', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",26183,2026-05-24 13:04:37.228949
1866,459820,,,,"['Puzzle', 'Adventure', 'Indie']",['Action'],['Single player'],20528,2026-05-24 13:04:38.020009
1867,460120,Idea Factory,Idea Factory,,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']","['Fantasy', 'Science fiction', 'Comedy']",['Single player'],9620,2026-05-24 13:04:38.817035
1868,460790,PlatinumGames,Sega,,"[""Hack and slash/Beat 'em up"", 'Adventure']",[],"['Single player', 'Multiplayer']",332282,2026-05-24 13:04:39.663659
1869,460810,,,,"['Adventure', 'Indie']",['Action'],['Single player'],220716,2026-05-24 13:04:40.450779
1870,460920,Ubisoft Annecy,,AnvilNext,"['Simulator', 'Sport', 'Adventure']","['Action', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",19554,2026-05-24 13:04:41.273802
1871,460950,Askiisoft,Netflix,Custom built engine,"['Platform', 'Strategy', 'Adventure', 'Indie', 'Arcade']",['Action'],['Single player'],20150,2026-05-24 13:04:42.123365
1872,461560,Blind Sky Studios,Blind Sky Studios,,"['Platform', 'Adventure', 'Indie']",['Mystery'],['Single player'],33049,2026-05-24 13:04:43.826833
1873,461870,Bigmoon Entertainment,,Unreal Engine 4,['Simulator'],"['Action', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",143318,2026-05-24 13:04:44.723043
1874,461880,,Sometimes You,,['Indie'],[],['Single player'],33020,2026-05-24 13:04:45.619780
1875,461950,Pixel Crow,11 bit studios,Unity,"['Point-and-click', 'Puzzle', 'Simulator', 'Adventure', 'Indie']","['Action', 'Comedy', 'Drama']",['Single player'],18860,2026-05-24 13:04:47.448622
1876,462680,MeNic Games,,Construct 2,"['Puzzle', 'Simulator', 'Strategy', 'Indie']","['Sandbox', 'Kids']",['Single player'],25278,2026-05-24 13:04:48.430266
1877,462770,Supergiant Games,Supergiant Games,,"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']","['Action', 'Fantasy']","['Single player', 'Multiplayer']",18822,2026-05-24 13:04:49.225470
1878,462780,Kaiko,THQ Nordic,,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Fantasy', 'Open world']",['Single player'],25081,2026-05-24 13:04:50.016280
1879,462930,Hyper Hippo Entertainment,Hyper Hippo Entertainment,,"['Simulator', 'Strategy', 'Indie']",[],['Single player'],32997,2026-05-24 13:04:50.817903
1880,462960,GrabTheGames Studios,GrabTheGames,,"['Platform', 'Adventure', 'Indie']",['Action'],['Single player'],32999,2026-05-24 13:04:51.607189
1881,463150,NoClip,HypeTrain Digital,Unity,"['Racing', 'Indie', 'Arcade']",['Action'],['Single player'],32964,2026-05-24 13:04:52.399738
1882,463530,Slug Disco,Hooded Horse,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",['Survival'],['Single player'],18379,2026-05-24 13:04:53.293537
1883,463710,,Sometimes You,,['Indie'],[],['Single player'],32936,2026-05-24 13:04:54.107286
1884,464060,Reikon Games,Devolver Digital,Unreal Engine 4,"['Shooter', 'Strategy', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],18857,2026-05-24 13:04:55.008314
1885,464340,Microids,Microids,Unity,"['Point-and-click', 'Puzzle', 'Adventure']","['Historical', 'Mystery']",['Single player'],13163,2026-05-24 13:04:55.991335
1886,464350,Screeps,Screeps,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",['Sandbox'],"['Single player', 'Multiplayer', 'Massively Multiplayer Online (MMO)']",25903,2026-05-24 13:04:56.920305
1887,464920,Haemimont Games,Paradox Interactive,HaemimontSol,"['Simulator', 'Strategy']","['Science fiction', 'Survival']",['Single player'],28574,2026-05-24 13:04:57.845417
1888,465240,Croteam,Devolver Digital,,"['Shooter', 'Indie']","['Action', 'Survival', 'Comedy']","['Single player', 'Multiplayer', 'Co-operative']",19543,2026-05-24 13:04:58.757284
1889,465520,YETU GAME,YETU GAME,,"['Puzzle', 'Adventure', 'Indie', 'Visual Novel']",[],['Single player'],32771,2026-05-24 13:04:59.712829
1890,465760,Flazm,ChiliDog Interactive,Unity,"['Platform', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],20340,2026-05-24 13:05:00.610164
1891,466130,Sonnori,Justdan International,Unity 5,"['Adventure', 'Indie']","['Action', 'Horror', 'Survival', 'Stealth']",['Single player'],26914,2026-05-24 13:05:01.406074
1892,466170,,,,"['Simulator', 'Strategy', 'Indie']",[],['Single player'],32737,2026-05-24 13:05:02.203813
1893,466240,World Makers,World Makers,Unreal Engine 5,"['Shooter', 'Role-playing (RPG)']","['Action', 'Horror']","['Multiplayer', 'Co-operative']",239561,2026-05-24 13:05:03.103406
1894,466300,Beamdog,Beamdog,,"['Role-playing (RPG)', 'Strategy', 'Adventure']","['Fantasy', 'Drama']",['Single player'],27988,2026-05-24 13:05:04.712207
1895,466500,Noskov Siergei,Sometimes You,Unity,"['Shooter', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Science fiction', 'Horror', 'Thriller', 'Survival', 'Drama']",['Single player'],19396,2026-05-24 13:05:05.503530
1896,466630,Skookum Arts,Skookum Arts,,"['Platform', 'Puzzle', 'Adventure', 'Indie']",[],['Single player'],25837,2026-05-24 13:05:07.107272
1897,466660,,,,"['Role-playing (RPG)', 'Adventure', 'Indie']",[],"['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",32748,2026-05-24 13:05:07.892184
1898,466730,,,,"['Strategy', 'Indie']",[],['Single player'],32750,2026-05-24 13:05:08.681596
1899,466910,Freakinware Games,Freakinware Games,Adobe AIR,['Strategy'],['Action'],['Multiplayer'],32723,2026-05-24 13:05:09.565009
1900,467000,,New Reality Games,,['Indie'],['Action'],['Single player'],32725,2026-05-24 13:05:11.181475
1901,467390,Dymchick1,Dymchick1,,['Indie'],[],['Single player'],32764,2026-05-24 13:05:11.966345
1902,467960,,Coconut Island Games,Unity,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",[],['Single player'],32708,2026-05-24 13:05:12.864061
1903,468250,Con Artist Games,Con Artist Games,,"['Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",['Action'],"['Multiplayer', 'Massively Multiplayer Online (MMO)']",19140,2026-05-24 13:05:13.654823
1904,468560,,,,"['Adventure', 'Indie']",[],"['Multiplayer', 'Co-operative']",32672,2026-05-24 13:05:14.446682
1905,469730,SnowFlame,Back To Basics Gaming,Unity,"['Platform', 'Indie', 'Arcade']",['Action'],['Single player'],32683,2026-05-24 13:05:17.624885
1906,469820,Free Lives Games,Devolver Digital,Unity,['Indie'],"['Action', 'Comedy', 'Party']","['Single player', 'Multiplayer', 'Co-operative']",18387,2026-05-24 13:05:18.414361
1907,469890,,,,[],[],['Single player'],32684,2026-05-24 13:05:19.207418
1908,469990,,Sekai Project,Unreal Engine 4,['Music'],[],['Single player'],32688,2026-05-24 13:05:20.108389
1909,470220,Gameloft,Gameloft,,"['Puzzle', 'Quiz/Trivia', 'Card & Board Game']","['Kids', 'Party']","['Single player', 'Multiplayer']",28711,2026-05-24 13:05:20.925098
1910,470260,Ocelot Society,Ocelot Society,Unity,"['Puzzle', 'Adventure', 'Indie']","['Science fiction', 'Mystery']",['Single player'],18397,2026-05-24 13:05:21.719621
1911,470310,Dandylion,Dandylion,OGRE,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']","['Science fiction', 'Warfare']",['Single player'],80002,2026-05-24 13:05:22.525749
1912,471010,IMGN.PRO,IMGN.PRO,Unreal Engine 4,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","['Action', 'Science fiction', 'Stealth', 'Open world']",['Single player'],116146,2026-05-24 13:05:23.319019
1913,471550,Frozenbyte,Frozenbyte,,['Role-playing (RPG)'],['Action'],"['Single player', 'Multiplayer', 'Co-operative']",23330,2026-05-24 13:05:24.194564
1914,471710,Against Gravity,Against Gravity,Unity,"['Fighting', 'Shooter', 'Music', 'Platform', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Arcade']","['Action', 'Horror', 'Sandbox', 'Educational', 'Kids', 'Party']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)', 'Battle Royale']",32617,2026-05-24 13:05:25.012404
1915,473560,16bit Nights,Back To Basics Gaming,,"['Strategy', 'Indie']","['Action', 'Science fiction']",['Single player'],32635,2026-05-24 13:05:25.909564
1916,473690,Sloclap,Devolver Digital,Unreal Engine 4,"['Fighting', 'Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",19333,2026-05-24 13:05:26.703147
1917,473770,Neognosis,Neognosis,Unity,"['Racing', 'Indie']","['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Split screen']",32640,2026-05-24 13:05:27.493864
1918,473950,William Chyr Studio,William Chyr Studio,Unity,"['Puzzle', 'Adventure', 'Indie']",[],['Single player'],13621,2026-05-24 13:05:28.287017
1919,474750,Blizzard Entertainment,Blizzard Entertainment,,"['Real Time Strategy (RTS)', 'Strategy']","['Fantasy', 'Warfare']","['Single player', 'Multiplayer']",132,2026-05-24 13:05:29.093558
1920,474960,Remedy Entertainment,Microsoft Studios,Northlight Engine,"['Shooter', 'Adventure']","['Action', 'Science fiction']",['Single player'],3750,2026-05-24 13:05:29.885909
1921,475150,Iron Lore Entertainment,THQ Nordic,,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up""]","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",32614,2026-05-24 13:05:30.674060
1922,475190,Introversion Software,Introversion Software,Unity,"['Puzzle', 'Adventure', 'Indie']",['Horror'],['Single player'],28224,2026-05-24 13:05:31.482348
1923,475550,Toster12D3,Toster12D3,Unity,['Indie'],['Action'],['Single player'],31071,2026-05-24 13:05:32.297426
1924,476360,Ragequit Corporation,Ragequit Corporation,,"['Shooter', 'Indie']",['Action'],"['Single player', 'Multiplayer']",22798,2026-05-24 13:05:33.084480
1925,476460,,,,"['Puzzle', 'Strategy', 'Indie']",[],['Single player'],32580,2026-05-24 13:05:33.872607
1926,476480,Fabio Ferrara,Chubby Pixel,,['Adventure'],[],"['Single player', 'Multiplayer', 'Massively Multiplayer Online (MMO)']",32581,2026-05-24 13:05:34.697528
1927,477160,No Brakes Games,505 Games,Unity,"['Platform', 'Puzzle', 'Simulator', 'Adventure', 'Indie']","['Action', 'Comedy', 'Sandbox']","['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",16992,2026-05-24 13:05:36.499991
1928,477740,Spike Chunsoft,Spike Chunsoft,,"['Puzzle', 'Adventure', 'Visual Novel']","['Science fiction', 'Horror', 'Thriller', 'Survival', 'Mystery']",['Single player'],25343,2026-05-24 13:05:37.299351
1929,477770,Milestone,Milestone,,"['Racing', 'Simulator', 'Sport']",['Non-fiction'],"['Single player', 'Multiplayer']",19803,2026-05-24 13:05:38.093348
1930,478980,"Fantasy Flight Publishing, Inc.","Fantasy Flight Publishing, Inc.",Unity,"['Strategy', 'Adventure']",['Horror'],"['Single player', 'Multiplayer', 'Co-operative']",32560,2026-05-24 13:05:38.883261
1931,480430,Funcom,Funcom,,['Adventure'],['Action'],['Multiplayer'],25341,2026-05-24 13:05:40.462984
1932,480490,Arkane Studios,Bethesda Softworks,CryEngine,"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Adventure']","['Action', 'Science fiction', 'Horror', 'Survival', 'Stealth']",['Single player'],19531,2026-05-24 13:05:41.308805
1933,480650,,,,['Simulator'],['Fantasy'],"['Single player', 'Multiplayer']",169569,2026-05-24 13:05:42.130505
1934,481510,Infinite Fall,Finji,Unity 5,"['Point-and-click', 'Puzzle', 'Indie']",['Drama'],['Single player'],55865,2026-05-24 13:05:42.926275
1935,482400,Looking Glass Studios,Dong Seo Interactive,,"['Shooter', 'Role-playing (RPG)']","['Action', 'Science fiction']",['Single player'],23,2026-05-24 13:05:43.870937
